pixel_id,timestamp,region_id,B2_blue,B3_green,B4_red,B8_nir,B11_swir1
R010_P013,2026-04-29,R010,0.16,0.176,0.198,0.486,0.276
R010_P013,2026-05-06,R010,0.15,0.167,0.185,0.461,0.258
R010_P013,2026-05-13,R010,0.152,0.142,0.179,0.494,0.311
R010_P013,2026-05-20,R010,0.117,0.153,0.159,-999.0,0.245
R010_P014,2026-04-01,R010,0.14,0.114,0.17,0.375,0.246
R010_P014,2026-04-08,R010,0.103,0.129,0.163,0.371,0.305
R010_P014,2026-04-15,R010,0.113,0.119,0.175,0.465,0.239
R010_P014,2026-04-22,R010,0.118,0.135,0.189,0.374,0.284
R010_P014,2026-04-29,R010,0.116,0.126,0.173,0.417,0.214
R010_P014,2026-05-06,R010,0.105,0.115,0.183,0.482,0.241
R010_P014,2026-05-13,R010,0.127,0.153,0.137,0.444,0.305
R010_P014,2026-05-20,R010,0.123,0.147,0.169,0.415,0.292
R010_P015,2026-04-01,R010,0.154,0.161,0.207,0.479,0.237
R010_P015,2026-04-08,R010,0.145,0.141,0.203,0.404,0.275
R010_P015,2026-04-15,R010,0.158,0.132,0.205,0.466,0.302
R010_P015,2026-04-22,R010,0.112,0.17,0.193,0.508,0.31
R010_P015,2026-04-29,R010,0.151,0.135,-999.0,0.388,0.321
R010_P015,2026-05-06,R010,0.158,0.136,0.195,0.506,0.283
R010_P015,2026-05-13,R010,0.151,0.165,0.206,0.434,0.239
R010_P015,2026-05-20,R010,0.138,0.172,0.174,0.426,-999.0
R010_P016,2026-04-01,R010,0.134,0.185,0.22,0.458,0.343
R010_P016,2026-04-08,R010,0.175,0.17,0.194,0.413,0.312
R010_P016,2026-04-15,R010,0.129,0.191,0.179,0.435,0.336
R010_P016,2026-04-22,R010,0.138,0.171,0.217,0.437,0.331
R010_P016,2026-04-29,R010,0.173,0.178,0.22,0.519,0.285
R010_P016,2026-05-06,R010,0.153,0.186,0.199,0.465,0.265
R010_P016,2026-05-13,R010,0.134,0.185,0.217,0.538,0.325
R010_P016,2026-05-20,R010,0.128,0.153,0.209,0.528,0.338
R010_P017,2026-04-01,R010,0.129,0.158,0.159,0.414,0.224
R010_P017,2026-04-08,R010,0.151,0.131,0.202,0.422,0.266
R010_P017,2026-04-15,R010,0.152,0.133,0.202,0.393,0.272
R010_P017,2026-04-22,R010,0.142,0.135,0.192,0.45,0.317
R010_P017,2026-04-29,R010,0.137,0.163,0.163,0.454,0.286
R010_P017,2026-05-06,R010,0.126,0.136,0.19,0.51,0.314
R010_P017,2026-05-13,R010,0.116,0.15,0.173,0.499,0.244
R010_P017,2026-05-20,R010,0.111,0.149,0.174,0.395,0.24
R010_P018,2026-04-01,R010,0.129,0.122,0.151,0.388,0.235
R010_P018,2026-04-08,R010,0.118,0.141,0.129,0.411,0.258
R010_P018,2026-04-15,R010,0.134,0.143,0.184,0.432,0.262
R010_P018,2026-04-22,R010,0.132,0.109,0.161,0.429,0.273
R010_P018,2026-04-29,R010,0.103,0.143,0.174,0.46,0.27
R010_P018,2026-05-06,R010,0.132,0.133,0.134,0.489,0.256
R010_P018,2026-05-13,R010,0.089,0.145,0.15,0.482,0.289
R010_P018,2026-05-20,R010,0.109,0.119,0.179,0.393,0.278
R010_P019,2026-04-01,R010,0.159,0.168,0.165,0.491,0.277
R010_P019,2026-04-08,R010,0.137,0.15,0.172,0.459,0.246
R010_P019,2026-04-15,R010,0.139,0.17,0.173,0.478,0.287
R010_P019,2026-04-22,R010,0.146,0.156,0.171,0.437,0.272
R010_P019,2026-04-29,R010,0.12,0.148,-999.0,0.411,0.332
R010_P019,2026-05-06,R010,0.122,0.182,0.217,0.407,0.273
R010_P019,2026-05-13,R010,0.131,0.156,0.219,0.391,0.314
R010_P019,2026-05-20,R010,0.139,0.189,0.17,0.502,0.245
R010_P020,2026-04-01,R010,0.161,0.172,0.193,0.52,0.285
R010_P020,2026-04-08,R010,0.159,0.188,0.184,0.526,0.253
R010_P020,2026-04-15,R010,0.145,0.149,-999.0,0.544,0.325
R010_P020,2026-04-22,R010,0.159,0.161,0.185,0.498,0.333
R010_P020,2026-04-29,R010,0.161,0.148,0.196,0.417,0.304
R010_P020,2026-05-06,R010,0.148,0.165,0.22,0.428,0.332
R010_P020,2026-05-13,R010,0.16,0.155,0.22,0.447,0.323
R010_P020,2026-05-20,R010,0.147,0.185,0.219,0.49,0.328
R011_P001,2026-04-01,R011,0.122,0.159,0.197,0.453,0.313
R011_P001,2026-04-08,R011,0.115,0.131,0.16,0.419,0.249
R011_P001,2026-04-15,R011,0.132,0.165,0.156,0.469,0.318
R011_P001,2026-04-22,R011,0.131,0.149,0.178,0.508,-999.0
R011_P001,2026-04-29,R011,0.153,0.138,0.183,0.449,0.231
R011_P001,2026-05-06,R011,0.138,0.171,-999.0,0.478,0.309
R011_P001,2026-05-13,R011,0.131,0.15,0.168,0.432,0.291
R011_P001,2026-05-20,R011,0.134,0.16,0.171,0.395,0.28
R011_P002,2026-04-01,R011,0.086,0.151,0.181,0.407,0.271
R011_P002,2026-04-08,R011,0.097,0.142,0.166,0.443,0.278
R011_P002,2026-04-15,R011,0.119,0.133,0.125,0.476,0.224
R011_P002,2026-04-22,R011,0.086,0.117,0.145,0.445,0.254
R011_P002,2026-04-29,R011,0.088,0.126,0.146,0.404,0.207
R011_P002,2026-05-06,R011,0.108,0.122,0.172,0.408,0.25
R011_P002,2026-05-13,R011,0.119,0.137,0.169,0.498,-999.0
R011_P002,2026-05-20,R011,0.123,0.104,0.139,0.42,0.289
R011_P003,2026-04-01,R011,0.135,0.138,0.154,0.398,0.241
R011_P003,2026-04-08,R011,0.109,0.143,0.194,0.464,0.257
R011_P003,2026-04-15,R011,0.113,0.129,-999.0,0.52,0.236
R011_P003,2026-04-22,R011,0.143,0.133,0.163,0.394,0.284
R011_P003,2026-04-29,R011,0.146,0.149,0.173,-999.0,0.283
R011_P003,2026-05-06,R011,0.117,0.132,0.172,0.503,0.251
R011_P003,2026-05-13,R011,0.116,0.142,0.183,0.495,-999.0
R011_P003,2026-05-20,R011,0.117,0.137,0.198,0.406,0.323
R011_P004,2026-04-01,R011,0.115,0.146,0.154,-999.0,0.287
R011_P004,2026-04-08,R011,0.107,0.158,0.147,0.379,0.241
R011_P004,2026-04-15,R011,0.12,0.153,0.158,0.425,-999.0
R011_P004,2026-04-22,R011,0.119,0.155,-999.0,0.424,0.274
R011_P004,2026-04-29,R011,0.15,0.165,0.177,0.378,0.281
R011_P004,2026-05-06,R011,0.151,0.167,0.145,0.516,0.254
R011_P004,2026-05-13,R011,0.149,0.148,0.171,0.514,0.315
R011_P004,2026-05-20,R011,0.114,0.135,0.144,0.396,0.247
R011_P005,2026-04-01,R011,0.116,0.127,0.18,0.517,0.278
R011_P005,2026-04-08,R011,0.121,0.121,0.18,0.422,-999.0
R011_P005,2026-04-15,R011,0.116,0.131,0.16,0.411,0.278
R011_P005,2026-04-22,R011,0.112,0.136,0.15,0.373,0.231
R011_P005,2026-04-29,R011,0.129,0.165,0.165,0.418,0.258
R011_P005,2026-05-06,R011,0.115,0.148,0.143,0.441,0.282
R011_P005,2026-05-13,R011,0.133,0.129,-999.0,0.418,0.244
R011_P005,2026-05-20,R011,0.143,0.148,-999.0,0.459,0.234
R011_P006,2026-04-01,R011,0.132,0.146,0.213,0.443,0.317
R011_P006,2026-04-08,R011,0.156,0.169,0.199,0.534,0.279
R011_P006,2026-04-15,R011,0.126,0.19,0.189,0.534,0.322
R011_P006,2026-04-22,R011,0.133,0.189,0.18,0.492,0.324
R011_P006,2026-04-29,R011,0.169,0.171,0.198,-999.0,0.327
R011_P006,2026-05-06,R011,0.141,0.168,0.174,0.489,0.285
R011_P006,2026-05-13,R011,0.139,0.16,0.198,0.459,0.278
R011_P006,2026-05-20,R011,0.124,0.191,0.165,-999.0,0.314
R011_P007,2026-04-01,R011,0.163,0.165,0.193,0.484,0.278
R011_P007,2026-04-08,R011,0.127,0.155,-999.0,0.425,0.246
R011_P007,2026-04-15,R011,0.158,0.171,0.164,0.465,0.268
R011_P007,2026-04-22,R011,0.132,0.158,0.195,0.428,0.34
R011_P007,2026-04-29,R011,0.131,0.178,0.212,0.444,0.31
R011_P007,2026-05-06,R011,0.149,0.159,0.214,-999.0,0.323
R011_P007,2026-05-13,R011,0.146,0.162,0.171,0.489,0.296
R011_P007,2026-05-20,R011,0.142,0.147,0.183,0.509,0.332
R011_P008,2026-04-01,R011,0.125,0.143,0.188,0.433,0.301
R011_P008,2026-04-08,R011,0.138,0.173,0.198,0.48,0.324
R011_P008,2026-04-15,R011,0.123,0.146,0.159,0.523,0.276
R011_P008,2026-04-22,R011,0.124,0.18,0.2,0.485,0.241
R011_P008,2026-04-29,R011,0.144,0.172,0.185,0.511,0.284
R011_P008,2026-05-06,R011,0.118,0.173,0.204,0.461,0.333
R011_P008,2026-05-13,R011,0.158,0.171,0.18,0.441,0.287
R011_P008,2026-05-20,R011,0.125,0.164,0.203,0.426,0.331
R011_P009,2026-04-01,R011,0.148,0.165,0.164,0.524,0.246
R011_P009,2026-04-08,R011,0.117,0.172,0.209,0.485,0.272
R011_P009,2026-04-15,R011,0.159,0.154,-999.0,0.489,0.235
R011_P009,2026-04-22,R011,0.148,0.139,0.166,0.432,0.282
R011_P009,2026-04-29,R011,0.142,0.166,0.209,0.508,0.299
R011_P009,2026-05-06,R011,0.122,0.158,0.2,0.428,0.309
R011_P009,2026-05-13,R011,0.114,0.174,0.16,0.499,0.28
R011_P009,2026-05-20,R011,0.159,0.174,0.205,0.395,0.32
R011_P010,2026-04-01,R011,0.127,0.139,0.189,0.503,0.25
R011_P010,2026-04-08,R011,0.144,0.174,0.156,0.513,-999.0
R011_P010,2026-04-15,R011,0.15,0.177,0.165,0.532,0.243
R011_P010,2026-04-22,R011,0.118,0.157,0.157,0.522,0.321
R011_P010,2026-04-29,R011,0.149,0.177,0.182,0.433,-999.0
R011_P010,2026-05-06,R011,0.118,0.167,-999.0,0.499,0.237
R011_P010,2026-05-13,R011,0.129,0.157,0.18,0.531,0.287
R011_P010,2026-05-20,R011,0.12,0.174,0.169,0.51,0.272
R011_P011,2026-04-01,R011,0.147,0.19,0.19,0.409,0.342
R011_P011,2026-04-08,R011,0.14,0.174,0.213,0.497,0.29
R011_P011,2026-04-15,R011,0.152,0.165,0.188,0.51,0.252
R011_P011,2026-04-22,R011,0.149,0.182,0.221,0.527,0.265
R011_P011,2026-04-29,R011,0.164,0.187,0.211,0.448,0.271
R011_P011,2026-05-06,R011,0.157,0.157,0.198,0.531,0.296
R011_P011,2026-05-13,R011,0.141,0.163,0.189,0.47,0.301
R011_P011,2026-05-20,R011,0.136,0.177,0.169,0.404,0.264
R011_P012,2026-04-01,R011,0.154,0.14,0.169,0.508,0.329
R011_P012,2026-04-08,R011,0.134,0.158,-999.0,0.427,0.315
R011_P012,2026-04-15,R011,0.131,0.143,0.161,0.45,0.26
R011_P012,2026-04-22,R011,0.134,0.152,0.155,0.499,0.307
R011_P012,2026-04-29,R011,0.123,0.132,0.165,0.457,0.276
R011_P012,2026-05-06,R011,0.157,0.157,0.152,0.471,0.262
R011_P012,2026-05-13,R011,0.134,0.157,0.209,0.389,0.305
R011_P012,2026-05-20,R011,0.111,0.152,0.206,0.46,0.24
R011_P013,2026-04-01,R011,0.165,0.18,0.171,0.479,0.249
R011_P013,2026-04-08,R011,0.172,0.158,0.217,0.528,0.314
R011_P013,2026-04-15,R011,0.129,0.187,0.185,0.402,0.301
R011_P013,2026-04-22,R011,0.143,0.154,0.208,0.398,0.264
R011_P013,2026-04-29,R011,0.174,0.179,0.204,0.483,0.31
R011_P013,2026-05-06,R011,0.146,0.156,0.209,0.47,-999.0
R011_P013,2026-05-13,R011,0.165,0.189,0.223,0.507,0.341
R011_P013,2026-05-20,R011,0.144,0.183,0.203,0.416,0.305
R011_P014,2026-04-01,R011,0.148,0.175,0.213,0.405,0.275
R011_P014,2026-04-08,R011,0.151,0.179,0.21,0.534,0.291
R011_P014,2026-04-15,R011,0.132,0.163,0.19,0.457,0.303
R011_P014,2026-04-22,R011,0.143,0.178,0.171,-999.0,0.28
R011_P014,2026-04-29,R011,0.143,0.191,0.21,0.542,0.258
R011_P014,2026-05-06,R011,0.169,0.186,0.189,0.518,0.341
R011_P014,2026-05-13,R011,0.153,0.162,0.192,-999.0,0.305
R011_P014,2026-05-20,R011,0.172,0.156,0.202,0.463,-999.0
R011_P015,2026-04-01,R011,0.134,0.151,0.198,-999.0,0.299
R011_P015,2026-04-08,R011,0.126,0.145,0.2,0.406,0.305
R011_P015,2026-04-15,R011,0.128,0.18,0.211,-999.0,0.295
R011_P015,2026-04-22,R011,0.163,0.174,0.204,0.469,0.283
R011_P015,2026-04-29,R011,0.17,0.156,0.199,0.503,0.329
R011_P015,2026-05-06,R011,0.17,0.184,0.184,0.436,0.3
R011_P015,2026-05-13,R011,0.167,0.162,0.185,0.426,0.273
R011_P015,2026-05-20,R011,0.132,0.175,0.198,0.541,0.304
R011_P016,2026-04-01,R011,0.111,0.131,0.142,0.457,0.302
R011_P016,2026-04-08,R011,0.133,0.153,0.143,0.493,0.214
R011_P016,2026-04-15,R011,0.096,0.107,0.143,-999.0,0.259
R011_P016,2026-04-22,R011,0.114,0.128,0.129,0.463,0.216
R011_P016,2026-04-29,R011,0.096,0.13,0.176,0.362,-999.0
R011_P016,2026-05-06,R011,0.11,0.129,0.153,0.363,0.28
R011_P016,2026-05-13,R011,0.091,0.111,0.137,0.392,0.25
R011_P016,2026-05-20,R011,0.091,0.115,0.168,0.476,0.206
R011_P017,2026-04-01,R011,0.124,0.136,0.171,0.455,0.258
R011_P017,2026-04-08,R011,0.132,0.133,0.145,0.486,0.295
R011_P017,2026-04-15,R011,0.131,0.149,0.131,0.478,0.263
R011_P017,2026-04-22,R011,0.105,0.113,0.17,0.43,0.209
R011_P017,2026-04-29,R011,0.113,0.119,0.162,0.501,0.284
R011_P017,2026-05-06,R011,0.097,0.122,0.158,0.488,0.217
R011_P017,2026-05-13,R011,0.12,0.121,0.17,0.385,0.272
R011_P017,2026-05-20,R011,0.095,0.127,0.177,0.374,0.282
R011_P018,2026-04-01,R011,0.133,0.163,0.199,0.486,0.271
R011_P018,2026-04-08,R011,0.128,0.158,0.184,0.526,0.345
R011_P018,2026-04-15,R011,0.131,0.186,0.216,0.486,0.276
R011_P018,2026-04-22,R011,0.174,0.165,0.169,0.532,0.344
R011_P018,2026-04-29,R011,0.17,0.155,0.212,0.416,0.299
R011_P018,2026-05-06,R011,0.143,0.148,0.186,0.404,0.299
R011_P018,2026-05-13,R011,0.162,0.173,0.201,0.462,0.325
R011_P018,2026-05-20,R011,0.138,0.161,0.19,0.475,0.33
R011_P019,2026-04-01,R011,0.106,0.151,0.173,0.439,0.238
R011_P019,2026-04-08,R011,0.106,0.133,0.18,0.374,0.292
R011_P019,2026-04-15,R011,0.123,0.132,0.192,0.47,0.254
R011_P019,2026-04-22,R011,0.146,0.142,0.163,0.506,0.241
R011_P019,2026-04-29,R011,0.118,0.131,0.181,0.42,0.23
R011_P019,2026-05-06,R011,0.104,0.154,0.164,-999.0,0.29
R011_P019,2026-05-13,R011,0.116,0.165,0.168,0.463,0.271
R011_P019,2026-05-20,R011,0.142,0.165,0.183,0.406,0.27
R011_P020,2026-04-01,R011,0.12,0.158,0.176,0.479,0.278
R011_P020,2026-04-08,R011,0.107,0.14,0.173,-999.0,0.251
R011_P020,2026-04-15,R011,0.115,0.16,0.149,0.401,0.215
R011_P020,2026-04-22,R011,0.115,0.151,0.171,0.48,0.313
R011_P020,2026-04-29,R011,0.112,0.122,0.185,0.391,0.288
R011_P020,2026-05-06,R011,0.119,0.154,0.171,0.429,0.297
R011_P020,2026-05-13,R011,0.101,0.136,0.178,0.446,0.229
R011_P020,2026-05-20,R011,0.117,0.121,0.135,0.374,0.25
R012_P001,2026-04-01,R012,0.142,0.14,0.175,0.497,0.294
R012_P001,2026-04-08,R012,0.142,0.151,0.199,-999.0,0.327
R012_P001,2026-04-15,R012,0.114,0.165,0.205,0.494,0.281
R012_P001,2026-04-22,R012,0.157,0.143,0.163,0.38,0.308
R012_P001,2026-04-29,R012,0.143,0.139,0.198,0.414,0.322
R012_P001,2026-05-06,R012,0.123,0.16,0.189,-999.0,0.278
R012_P001,2026-05-13,R012,0.147,0.139,0.201,0.422,0.302
R012_P001,2026-05-20,R012,0.126,0.162,0.188,0.472,0.285
R012_P002,2026-04-01,R012,0.158,0.192,0.199,0.51,0.243
R012_P002,2026-04-08,R012,0.133,0.152,0.184,0.431,0.321
R012_P002,2026-04-15,R012,0.141,0.154,0.215,0.443,0.309
R012_P002,2026-04-22,R012,0.153,0.19,0.221,-999.0,0.294
R012_P002,2026-04-29,R012,0.13,0.142,0.218,0.392,0.31
R012_P002,2026-05-06,R012,0.146,0.152,0.167,0.425,0.248
R012_P002,2026-05-13,R012,0.144,0.164,0.186,0.454,0.261
R012_P002,2026-05-20,R012,0.125,0.165,0.202,0.535,0.319
R012_P003,2026-04-01,R012,0.149,0.176,-999.0,0.421,0.323
R012_P003,2026-04-08,R012,0.136,0.161,0.15,0.504,0.309
R012_P003,2026-04-15,R012,0.108,0.176,0.201,0.513,0.262
R012_P003,2026-04-22,R012,0.108,0.126,0.203,0.469,0.279
R012_P003,2026-04-29,R012,0.145,0.156,0.206,0.454,0.283
R012_P003,2026-05-06,R012,0.122,0.176,0.196,0.387,0.298
R012_P003,2026-05-13,R012,0.153,0.153,0.172,0.481,0.245
R012_P003,2026-05-20,R012,0.155,0.129,0.193,0.416,0.326
R012_P004,2026-04-01,R012,0.118,0.128,0.195,0.394,0.275
R012_P004,2026-04-08,R012,0.153,0.136,0.15,0.447,0.299
R012_P004,2026-04-15,R012,0.109,0.169,0.172,0.374,0.226
R012_P004,2026-04-22,R012,0.145,0.153,0.201,0.386,0.265
R012_P004,2026-04-29,R012,0.11,0.132,0.148,0.42,0.307
R012_P004,2026-05-06,R012,0.135,0.144,0.192,0.446,0.25
R012_P004,2026-05-13,R012,0.143,0.125,0.175,0.427,0.297
R012_P004,2026-05-20,R012,0.114,0.169,0.175,0.476,-999.0
R012_P005,2026-04-01,R012,0.114,0.107,-999.0,0.46,0.269
R012_P005,2026-04-08,R012,0.125,0.124,0.122,0.414,0.288
R012_P005,2026-04-15,R012,0.123,0.107,0.134,0.43,0.226
R012_P005,2026-04-22,R012,0.082,0.142,0.18,0.484,0.216
R012_P005,2026-04-29,R012,0.129,0.144,0.18,0.461,0.272
R012_P005,2026-05-06,R012,0.104,0.11,0.144,0.468,0.215
R012_P005,2026-05-13,R012,0.084,0.111,0.128,0.449,0.282
R012_P005,2026-05-20,R012,0.119,0.136,0.165,-999.0,0.244
R012_P006,2026-04-01,R012,0.108,0.152,0.132,0.499,0.254
R012_P006,2026-04-08,R012,0.094,0.147,0.163,0.463,0.274
R012_P006,2026-04-15,R012,0.1,0.158,0.151,0.406,0.274
R012_P006,2026-04-22,R012,0.119,0.117,0.178,0.468,0.292
R012_P006,2026-04-29,R012,0.112,0.143,0.155,-999.0,0.283
R012_P006,2026-05-06,R012,0.124,0.15,0.174,-999.0,0.276
R012_P006,2026-05-13,R012,0.094,0.116,0.163,0.439,0.222
R012_P006,2026-05-20,R012,0.089,0.111,0.163,0.421,0.231
R012_P007,2026-04-01,R012,0.082,0.106,0.171,0.434,0.28
R012_P007,2026-04-08,R012,0.1,0.128,0.18,0.441,0.28
R012_P007,2026-04-15,R012,0.107,0.143,0.152,0.388,0.234
R012_P007,2026-04-22,R012,0.096,0.103,0.126,0.402,0.226
R012_P007,2026-04-29,R012,0.084,0.115,0.136,0.354,0.206
R012_P007,2026-05-06,R012,0.113,0.107,0.147,0.46,0.28
R012_P007,2026-05-13,R012,0.095,0.114,0.16,0.385,0.27
R012_P007,2026-05-20,R012,0.106,0.126,-999.0,0.473,0.25
R012_P008,2026-04-01,R012,0.099,0.14,0.146,0.502,0.281
R012_P008,2026-04-08,R012,0.143,0.141,0.162,0.419,0.274
R012_P008,2026-04-15,R012,0.103,0.135,0.175,0.465,0.241
R012_P008,2026-04-22,R012,0.097,0.134,0.157,0.467,0.296
R012_P008,2026-04-29,R012,0.1,0.126,0.18,0.367,0.218
R012_P008,2026-05-06,R012,0.14,0.127,0.134,0.456,0.214
R012_P008,2026-05-13,R012,0.102,0.131,0.191,0.405,0.288
R012_P008,2026-05-20,R012,0.114,0.124,0.177,0.439,0.27
R012_P009,2026-04-01,R012,0.132,0.158,0.176,0.484,0.31
R012_P009,2026-04-08,R012,0.148,0.177,0.199,0.454,0.272
R012_P009,2026-04-15,R012,0.14,0.154,0.159,0.481,0.269
R012_P009,2026-04-22,R012,0.139,0.149,0.158,0.519,0.281
R012_P009,2026-04-29,R012,0.144,0.153,0.176,0.488,-999.0
R012_P009,2026-05-06,R012,0.125,0.177,0.178,0.412,0.264
R012_P009,2026-05-13,R012,0.155,0.145,0.17,-999.0,0.239
R012_P009,2026-05-20,R012,0.118,0.174,0.203,0.416,0.249
R012_P010,2026-04-01,R012,0.164,0.172,0.188,0.424,0.327
R012_P010,2026-04-08,R012,0.156,0.176,-999.0,0.472,0.259
R012_P010,2026-04-15,R012,0.161,0.152,0.223,0.524,0.249
R012_P010,2026-04-22,R012,0.136,0.153,0.204,0.46,0.32
R012_P010,2026-04-29,R012,0.131,0.152,-999.0,0.539,0.315
R012_P010,2026-05-06,R012,0.156,0.173,0.192,0.452,0.312
R012_P010,2026-05-13,R012,0.134,0.163,0.188,0.49,0.308
R012_P010,2026-05-20,R012,0.135,0.176,0.222,0.444,0.321
R012_P011,2026-04-01,R012,0.138,0.162,0.182,0.426,-999.0
R012_P011,2026-04-08,R012,0.144,0.178,0.183,0.404,0.248
R012_P011,2026-04-15,R012,0.115,0.156,0.17,0.496,-999.0
R012_P011,2026-04-22,R012,0.126,0.145,0.204,0.492,0.278
R012_P011,2026-04-29,R012,0.138,0.137,0.19,0.4,0.323
R012_P011,2026-05-06,R012,0.141,0.131,0.173,0.491,0.316
R012_P011,2026-05-13,R012,0.152,0.151,-999.0,0.511,0.274
R012_P011,2026-05-20,R012,0.141,0.149,0.177,0.451,-999.0
R012_P012,2026-04-01,R012,0.085,0.145,0.159,0.424,0.27
R012_P012,2026-04-08,R012,0.101,0.114,0.155,0.358,0.224
R012_P012,2026-04-15,R012,0.088,0.118,-999.0,0.364,0.298
R012_P012,2026-04-22,R012,0.094,0.114,0.142,0.403,0.232
R012_P012,2026-04-29,R012,0.089,0.138,0.166,0.407,0.215
R012_P012,2026-05-06,R012,0.121,0.132,0.138,0.36,0.292
R012_P012,2026-05-13,R012,0.126,0.149,0.177,0.375,0.213
R012_P012,2026-05-20,R012,0.086,0.118,0.124,0.445,0.207
R012_P013,2026-04-01,R012,0.156,0.158,0.193,0.527,0.294
R012_P013,2026-04-08,R012,0.169,0.161,0.184,0.499,0.31
R012_P013,2026-04-15,R012,0.144,0.165,0.169,0.531,0.327
R012_P013,2026-04-22,R012,0.145,0.15,0.2,0.507,-999.0
R012_P013,2026-04-29,R012,0.131,0.148,0.167,-999.0,0.32
R012_P013,2026-05-06,R012,0.163,0.161,-999.0,0.417,0.336
R012_P013,2026-05-13,R012,0.149,0.15,0.208,0.496,0.327
R012_P013,2026-05-20,R012,0.162,0.19,0.201,0.484,0.278
R012_P014,2026-04-01,R012,0.16,0.159,0.185,0.405,0.29
R012_P014,2026-04-08,R012,0.166,0.18,0.171,0.413,0.334
R012_P014,2026-04-15,R012,0.171,0.168,0.19,0.536,0.278
R012_P014,2026-04-22,R012,0.131,0.164,-999.0,0.414,0.282
R012_P014,2026-04-29,R012,0.171,0.16,0.177,0.422,0.342
R012_P014,2026-05-06,R012,0.132,0.156,0.199,0.457,0.335
R012_P014,2026-05-13,R012,0.171,0.184,0.196,0.479,0.326
R012_P014,2026-05-20,R012,0.141,0.186,0.203,0.499,0.339
R012_P015,2026-04-01,R012,0.118,0.137,0.197,0.387,0.322
R012_P015,2026-04-08,R012,0.118,0.158,0.21,-999.0,0.309
R012_P015,2026-04-15,R012,0.133,0.139,0.179,0.432,0.308
R012_P015,2026-04-22,R012,0.124,0.137,0.204,0.406,0.264
R012_P015,2026-04-29,R012,0.137,0.179,0.159,0.478,0.327
R012_P015,2026-05-06,R012,0.15,0.174,0.179,0.53,0.308
R012_P015,2026-05-13,R012,0.163,0.155,0.207,0.503,0.305
R012_P015,2026-05-20,R012,0.163,0.158,0.207,0.388,-999.0
R012_P016,2026-04-01,R012,0.119,0.162,-999.0,0.371,0.256
R012_P016,2026-04-08,R012,0.105,0.143,0.176,0.401,0.254
R012_P016,2026-04-15,R012,0.135,0.122,0.157,0.446,0.262
R012_P016,2026-04-22,R012,0.112,0.143,0.149,0.488,0.295
R012_P016,2026-04-29,R012,0.143,0.136,0.14,0.484,0.243
R012_P016,2026-05-06,R012,0.124,0.126,0.177,0.37,0.291
R012_P016,2026-05-13,R012,0.131,0.157,0.17,0.517,0.221
R012_P016,2026-05-20,R012,0.143,0.167,0.192,0.394,-999.0
R012_P017,2026-04-01,R012,0.141,0.191,0.184,0.406,0.345
R012_P017,2026-04-08,R012,0.169,0.186,0.217,0.462,0.297
R012_P017,2026-04-15,R012,0.15,0.159,0.194,0.499,0.264
R012_P017,2026-04-22,R012,0.175,0.149,0.197,0.439,0.335
R012_P017,2026-04-29,R012,0.13,0.162,-999.0,0.419,0.341
R012_P017,2026-05-06,R012,0.169,0.173,0.213,-999.0,0.27
R012_P017,2026-05-13,R012,0.161,0.196,0.204,0.442,0.253
R012_P017,2026-05-20,R012,0.147,0.153,0.171,0.405,0.273
R012_P018,2026-04-01,R012,0.134,0.177,0.199,0.477,-999.0
R012_P018,2026-04-08,R012,0.151,0.167,0.197,0.442,-999.0
R012_P018,2026-04-15,R012,0.125,0.132,0.154,0.403,0.246
R012_P018,2026-04-22,R012,0.123,0.159,0.197,0.451,0.24
R012_P018,2026-04-29,R012,0.117,0.176,-999.0,0.42,0.285
R012_P018,2026-05-06,R012,0.127,0.147,0.205,0.469,0.264
R012_P018,2026-05-13,R012,0.133,0.161,0.15,0.523,0.282
R012_P018,2026-05-20,R012,0.137,0.156,0.206,0.519,0.236
R012_P019,2026-04-01,R012,0.131,0.135,0.158,0.439,0.271
R012_P019,2026-04-08,R012,0.096,0.158,0.144,0.372,0.285
R012_P019,2026-04-15,R012,0.131,0.158,0.181,0.482,0.307
R012_P019,2026-04-22,R012,0.094,0.133,0.192,0.394,0.222
R012_P019,2026-04-29,R012,0.14,0.162,0.152,-999.0,0.257
R012_P019,2026-05-06,R012,0.099,0.162,0.175,0.444,0.251
R012_P019,2026-05-13,R012,0.105,0.134,0.136,0.415,0.302
R012_P019,2026-05-20,R012,0.134,0.115,0.189,0.38,0.283
R012_P020,2026-04-01,R012,0.126,0.14,0.133,0.371,0.256
R012_P020,2026-04-08,R012,0.134,0.153,0.14,-999.0,0.286
R012_P020,2026-04-15,R012,0.115,0.111,0.166,0.449,0.214
R012_P020,2026-04-22,R012,0.117,0.119,0.172,0.401,0.285
R012_P020,2026-04-29,R012,0.132,0.139,0.142,-999.0,0.263
R012_P020,2026-05-06,R012,0.095,0.141,0.144,0.456,0.284
R012_P020,2026-05-13,R012,0.1,0.129,0.144,-999.0,0.276
R012_P020,2026-05-20,R012,0.124,0.126,0.183,0.508,0.24
